subjnum,rep,targetobj,taller,C1,C2,response,resptime,ColCond,swap,newresp,accuracy,TC1,TC2,NTC1,NTC2,Tcorrect,dE,dS
1,1,1,1,6,3,1,935,36,2,2,0,0.535231481481481,0.148611111111111,0.116527777777778,0.400972222222222,0.535231481481481,108.972742389278,0.79004594416558
1,1,1,1,6,4,2,1267,46,2,1,1,0.38037037037037,0.148611111111111,0.137824074074074,0.400972222222222,0.38037037037037,106.066293344493,0.649494415573015
1,1,1,1,6,5,1,1135,56,2,2,0,0.153888888888889,0.148611111111111,0.275833333333333,0.400972222222222,0.153888888888889,136.931278442874,0.203450078987523
1,1,1,1,6,7,1,1640,67,1,1,1,0.148611111111111,0.221435185185185,0.400972222222222,0.539861111111111,0.148611111111111,147.902451811997,0.0924466728266262
1,1,1,1,6,8,1,1153,68,1,1,1,0.148611111111111,0.174351851851852,0.400972222222222,0.741111111111111,0.148611111111111,50.0005331271578,0.464679027382393
1,1,1,1,7,1,2,1849,17,2,1,1,0.854212962962963,0.221435185185185,0.115138888888889,0.539861111111111,0.854212962962963,79.0571363129224,0.972567231406041
1,1,1,1,7,2,2,1238,27,2,1,1,0.670231481481481,0.221435185185185,0.128935185185185,0.539861111111111,0.670231481481481,103.077655473919,0.883697977577155
1,1,1,1,7,3,2,942,37,2,1,1,0.535231481481481,0.221435185185185,0.116527777777778,0.539861111111111,0.535231481481481,49.9996818933881,0.806573413611141
1,1,1,1,7,4,2,1516,47,2,1,1,0.38037037037037,0.221435185185185,0.137824074074074,0.539861111111111,0.38037037037037,55.9014149144724,0.681871353178738
1,1,1,1,7,5,1,2081,57,2,2,0,0.153888888888889,0.221435185185185,0.275833333333333,0.539861111111111,0.153888888888889,25.0002403988442,0.284483248366385
1,1,1,1,7,6,2,2154,67,2,1,1,0.148611111111111,0.221435185185185,0.400972222222222,0.539861111111111,0.148611111111111,147.902451811997,0.0924466728266262
1,1,1,1,7,8,2,1591,78,1,2,0,0.221435185185185,0.174351851851852,0.539861111111111,0.741111111111111,0.221435185185185,129.903758779336,0.354184804357265
1,1,1,1,8,1,2,4729,18,2,1,1,0.854212962962963,0.174351851851852,0.115138888888889,0.741111111111111,0.854212962962963,75.0000101933326,0.998759307463394
1,1,1,1,8,2,2,2206,28,2,1,1,0.670231481481481,0.174351851851852,0.128935185185185,0.741111111111111,0.670231481481481,35.3550098995885,0.978230245148017
1,1,1,1,8,3,1,799,38,2,2,0,0.535231481481481,0.174351851851852,0.116527777777778,0.741111111111111,0.535231481481481,82.9156532485875,0.949081471542637
1,1,1,1,8,4,2,6012,48,2,1,1,0.38037037037037,0.174351851851852,0.137824074074074,0.741111111111111,0.38037037037037,79.0569766285051,0.894942772449931
1,1,1,1,8,5,1,2728,58,2,2,0,0.153888888888889,0.174351851851852,0.275833333333333,0.741111111111111,0.153888888888889,127.475789877922,0.652484961074032
1,1,1,1,8,6,1,1893,68,2,2,0,0.148611111111111,0.174351851851852,0.400972222222222,0.741111111111111,0.148611111111111,50.0005331271578,0.464679027382393
1,1,1,1,8,7,1,6148,78,2,2,0,0.221435185185185,0.174351851851852,0.539861111111111,0.741111111111111,0.221435185185185,129.903758779336,0.354184804357265
1,1,1,2,1,2,1,651,12,1,1,1,0.854212962962963,0.670231481481481,0.115138888888889,0.128935185185185,0.854212962962963,43.3015477783416,0.367337044401746
1,1,1,2,1,3,1,703,13,1,1,1,0.854212962962963,0.535231481481481,0.115138888888889,0.116527777777778,0.854212962962963,35.3562883493163,0.534378501185327
1,1,1,2,1,4,1,1430,14,1,1,1,0.854212962962963,0.38037037037037,0.115138888888889,0.137824074074074,0.854212962962963,43.3020452847207,0.748748138760148
1,1,1,2,1,5,1,623,15,1,1,1,0.854212962962963,0.153888888888889,0.115138888888889,0.275833333333333,0.854212962962963,90.1394442516704,0.967488631820159
1,1,1,2,1,6,1,5576,16,1,1,1,0.854212962962963,0.148611111111111,0.115138888888889,0.400972222222222,0.854212962962963,114.565074232944,0.975169345356581
1,1,1,2,1,7,1,805,17,1,1,1,0.854212962962963,0.221435185185185,0.115138888888889,0.539861111111111,0.854212962962963,79.0571363129224,0.972567231406041
1,1,1,2,1,8,1,1270,18,1,1,1,0.854212962962963,0.174351851851852,0.115138888888889,0.741111111111111,0.854212962962963,75.0000101933326,0.998759307463394
1,1,1,2,2,1,2,902,12,2,1,1,0.854212962962963,0.670231481481481,0.115138888888889,0.128935185185185,0.854212962962963,43.3015477783416,0.367337044401746
1,1,1,2,2,3,2,1329,23,1,2,0,0.670231481481481,0.535231481481481,0.128935185185185,0.116527777777778,0.670231481481481,55.9019976408715,0.189098239095792
1,1,1,2,2,4,2,1526,24,1,2,0,0.670231481481481,0.38037037037037,0.128935185185185,0.137824074074074,0.670231481481481,50.0003334012884,0.444327691139271
1,1,1,2,2,5,1,801,25,1,1,1,0.670231481481481,0.153888888888889,0.128935185185185,0.275833333333333,0.670231481481481,106.066335969524,0.831570257709395
1,1,1,2,2,6,2,1069,26,1,2,0,0.670231481481481,0.148611111111111,0.128935185185185,0.400972222222222,0.670231481481481,79.0571363129224,0.876915359504747
1,1,1,2,2,7,1,950,27,1,1,1,0.670231481481481,0.221435185185185,0.128935185185185,0.539861111111111,0.670231481481481,103.077655473919,0.883697977577155
1,1,1,2,2,8,1,728,28,1,1,1,0.670231481481481,0.174351851851852,0.128935185185185,0.741111111111111,0.670231481481481,35.3550098995885,0.978230245148017
1,1,1,2,3,1,2,3929,13,2,1,1,0.854212962962963,0.535231481481481,0.115138888888889,0.116527777777778,0.854212962962963,35.3562883493163,0.534378501185327
1,1,1,2,3,2,1,821,23,2,2,0,0.670231481481481,0.535231481481481,0.128935185185185,0.116527777777778,0.670231481481481,55.9019976408715,0.189098239095792
1,1,1,2,3,4,1,1135,34,1,1,1,0.535231481481481,0.38037037037037,0.116527777777778,0.137824074074074,0.535231481481481,25,0.26142014712977
1,1,1,2,3,5,1,629,35,1,1,1,0.535231481481481,0.153888888888889,0.116527777777778,0.275833333333333,0.535231481481481,55.901541143693,0.717097037750416
1,1,1,2,3,6,1,1957,36,1,1,1,0.535231481481481,0.148611111111111,0.116527777777778,0.400972222222222,0.535231481481481,108.972742389278,0.79004594416558
1,1,1,2,3,7,1,765,37,1,1,1,0.535231481481481,0.221435185185185,0.116527777777778,0.539861111111111,0.535231481481481,49.9996818933881,0.806573413611141
1,1,1,2,3,8,1,2115,38,1,1,1,0.535231481481481,0.174351851851852,0.116527777777778,0.741111111111111,0.535231481481481,82.9156532485875,0.949081471542637
1,1,1,2,4,1,2,964,14,2,1,1,0.854212962962963,0.38037037037037,0.115138888888889,0.137824074074074,0.854212962962963,43.3020452847207,0.748748138760148
1,1,1,2,4,2,1,4464,24,2,2,0,0.670231481481481,0.38037037037037,0.128935185185185,0.137824074074074,0.670231481481481,50.0003334012884,0.444327691139271
1,1,1,2,4,3,2,1296,34,2,1,1,0.535231481481481,0.38037037037037,0.116527777777778,0.137824074074074,0.535231481481481,25,0.26142014712977
1,1,1,2,4,5,1,1440,45,1,1,1,0.38037037037037,0.153888888888889,0.137824074074074,0.275833333333333,0.38037037037037,61.2370990678037,0.5357928300834
1,1,1,2,4,6,1,713,46,1,1,1,0.38037037037037,0.148611111111111,0.137824074074074,0.400972222222222,0.38037037037037,106.066293344493,0.649494415573015
1,1,1,2,4,7,1,2057,47,1,1,1,0.38037037037037,0.221435185185185,0.137824074074074,0.539861111111111,0.38037037037037,55.9014149144724,0.681871353178738
1,1,1,2,4,8,1,11940,48,1,1,1,0.38037037037037,0.174351851851852,0.137824074074074,0.741111111111111,0.38037037037037,79.0569766285051,0.894942772449931
1,1,1,2,5,1,2,497,15,2,1,1,0.854212962962963,0.153888888888889,0.115138888888889,0.275833333333333,0.854212962962963,90.1394442516704,0.967488631820159
1,1,1,2,5,2,2,1411,25,2,1,1,0.670231481481481,0.153888888888889,0.128935185185185,0.275833333333333,0.670231481481481,106.066335969524,0.831570257709395
1,1,1,2,5,3,2,558,35,2,1,1,0.535231481481481,0.153888888888889,0.116527777777778,0.275833333333333,0.535231481481481,55.901541143693,0.717097037750416
1,1,1,2,5,4,2,1328,45,2,1,1,0.38037037037037,0.153888888888889,0.137824074074074,0.275833333333333,0.38037037037037,61.2370990678037,0.5357928300834
1,1,1,2,5,6,2,3499,56,1,2,0,0.153888888888889,0.148611111111111,0.275833333333333,0.400972222222222,0.153888888888889,136.931278442874,0.203450078987523
1,1,1,2,5,7,1,1988,57,1,1,1,0.153888888888889,0.221435185185185,0.275833333333333,0.539861111111111,0.153888888888889,25.0002403988442,0.284483248366385
1,1,1,2,5,8,2,4532,58,1,2,0,0.153888888888889,0.174351851851852,0.275833333333333,0.741111111111111,0.153888888888889,127.475789877922,0.652484961074032
1,1,1,2,6,1,2,1051,16,2,1,1,0.854212962962963,0.148611111111111,0.115138888888889,0.400972222222222,0.854212962962963,114.565074232944,0.975169345356581
1,1,1,2,6,2,2,1169,26,2,1,1,0.670231481481481,0.148611111111111,0.128935185185185,0.400972222222222,0.670231481481481,79.0571363129224,0.876915359504747
1,1,1,2,6,3,2,2304,36,2,1,1,0.535231481481481,0.148611111111111,0.116527777777778,0.400972222222222,0.535231481481481,108.972742389278,0.79004594416558
1,1,1,2,6,4,2,10191,46,2,1,1,0.38037037037037,0.148611111111111,0.137824074074074,0.400972222222222,0.38037037037037,106.066293344493,0.649494415573015
1,1,1,2,6,5,1,4011,56,2,2,0,0.153888888888889,0.148611111111111,0.275833333333333,0.400972222222222,0.153888888888889,136.931278442874,0.203450078987523
1,1,1,2,6,7,2,1881,67,1,2,0,0.148611111111111,0.221435185185185,0.400972222222222,0.539861111111111,0.148611111111111,147.902451811997,0.0924466728266262
1,1,1,2,6,8,1,3894,68,1,1,1,0.148611111111111,0.174351851851852,0.400972222222222,0.741111111111111,0.148611111111111,50.0005331271578,0.464679027382393
1,1,1,2,7,1,2,2400,17,2,1,1,0.854212962962963,0.221435185185185,0.115138888888889,0.539861111111111,0.854212962962963,79.0571363129224,0.972567231406041
1,1,1,2,7,2,2,6267,27,2,1,1,0.670231481481481,0.221435185185185,0.128935185185185,0.539861111111111,0.670231481481481,103.077655473919,0.883697977577155
1,1,1,2,7,3,2,961,37,2,1,1,0.535231481481481,0.221435185185185,0.116527777777778,0.539861111111111,0.535231481481481,49.9996818933881,0.806573413611141
1,1,1,2,7,4,2,771,47,2,1,1,0.38037037037037,0.221435185185185,0.137824074074074,0.539861111111111,0.38037037037037,55.9014149144724,0.681871353178738
1,1,1,2,7,5,2,2442,57,2,1,1,0.153888888888889,0.221435185185185,0.275833333333333,0.539861111111111,0.153888888888889,25.0002403988442,0.284483248366385
1,1,1,2,7,6,1,3934,67,2,2,0,0.148611111111111,0.221435185185185,0.400972222222222,0.539861111111111,0.148611111111111,147.902451811997,0.0924466728266262
1,1,1,2,7,8,2,2506,78,1,2,0,0.221435185185185,0.174351851851852,0.539861111111111,0.741111111111111,0.221435185185185,129.903758779336,0.354184804357265
1,1,1,2,8,1,2,941,18,2,1,1,0.854212962962963,0.174351851851852,0.115138888888889,0.741111111111111,0.854212962962963,75.0000101933326,0.998759307463394
1,1,1,2,8,2,1,5384,28,2,2,0,0.670231481481481,0.174351851851852,0.128935185185185,0.741111111111111,0.670231481481481,35.3550098995885,0.978230245148017
1,1,1,2,8,3,2,949,38,2,1,1,0.535231481481481,0.174351851851852,0.116527777777778,0.741111111111111,0.535231481481481,82.9156532485875,0.949081471542637
1,1,1,2,8,4,2,1322,48,2,1,1,0.38037037037037,0.174351851851852,0.137824074074074,0.741111111111111,0.38037037037037,79.0569766285051,0.894942772449931
1,1,1,2,8,5,1,674,58,2,2,0,0.153888888888889,0.174351851851852,0.275833333333333,0.741111111111111,0.153888888888889,127.475789877922,0.652484961074032
1,1,1,2,8,6,2,2457,68,2,1,1,0.148611111111111,0.174351851851852,0.400972222222222,0.741111111111111,0.148611111111111,50.0005331271578,0.464679027382393
1,1,1,2,8,7,2,9825,78,2,1,1,0.221435185185185,0.174351851851852,0.539861111111111,0.741111111111111,0.221435185185185,129.903758779336,0.354184804357265
1,1,2,1,1,2,2,1964,12,1,2,1,0.115138888888889,0.128935185185185,0.854212962962963,0.670231481481481,0.128935185185185,43.3015477783416,0.367337044401746
1,1,2,1,1,3,2,1431,13,1,2,1,0.115138888888889,0.116527777777778,0.854212962962963,0.535231481481481,0.116527777777778,35.3562883493163,0.534378501185327
1,1,2,1,1,4,2,1936,14,1,2,1,0.115138888888889,0.137824074074074,0.854212962962963,0.38037037037037,0.137824074074074,43.3020452847207,0.748748138760148
1,1,2,1,1,5,2,6150,15,1,2,1,0.115138888888889,0.275833333333333,0.854212962962963,0.153888888888889,0.275833333333333,90.1394442516704,0.967488631820159
1,1,2,1,1,6,2,1294,16,1,2,1,0.115138888888889,0.400972222222222,0.854212962962963,0.148611111111111,0.400972222222222,114.565074232944,0.975169345356581
1,1,2,1,1,7,2,1509,17,1,2,1,0.115138888888889,0.539861111111111,0.854212962962963,0.221435185185185,0.539861111111111,79.0571363129224,0.972567231406041
1,1,2,1,1,8,2,1348,18,1,2,1,0.115138888888889,0.741111111111111,0.854212962962963,0.174351851851852,0.741111111111111,75.0000101933326,0.998759307463394
1,1,2,1,2,1,1,1396,12,2,2,1,0.115138888888889,0.128935185185185,0.854212962962963,0.670231481481481,0.128935185185185,43.3015477783416,0.367337044401746
1,1,2,1,2,3,1,1156,23,1,1,0,0.128935185185185,0.116527777777778,0.670231481481481,0.535231481481481,0.116527777777778,55.9019976408715,0.189098239095792
1,1,2,1,2,4,1,1538,24,1,1,0,0.128935185185185,0.137824074074074,0.670231481481481,0.38037037037037,0.137824074074074,50.0003334012884,0.444327691139271
1,1,2,1,2,5,1,3966,25,1,1,0,0.128935185185185,0.275833333333333,0.670231481481481,0.153888888888889,0.275833333333333,106.066335969524,0.831570257709395
1,1,2,1,2,6,2,713,26,1,2,1,0.128935185185185,0.400972222222222,0.670231481481481,0.148611111111111,0.400972222222222,79.0571363129224,0.876915359504747
1,1,2,1,2,7,2,1134,27,1,2,1,0.128935185185185,0.539861111111111,0.670231481481481,0.221435185185185,0.539861111111111,103.077655473919,0.883697977577155
1,1,2,1,2,8,1,2498,28,1,1,0,0.128935185185185,0.741111111111111,0.670231481481481,0.174351851851852,0.741111111111111,35.3550098995885,0.978230245148017
1,1,2,1,3,1,2,3088,13,2,1,0,0.115138888888889,0.116527777777778,0.854212962962963,0.535231481481481,0.116527777777778,35.3562883493163,0.534378501185327
1,1,2,1,3,2,1,907,23,2,2,1,0.128935185185185,0.116527777777778,0.670231481481481,0.535231481481481,0.116527777777778,55.9019976408715,0.189098239095792
1,1,2,1,3,4,2,3832,34,1,2,1,0.116527777777778,0.137824074074074,0.535231481481481,0.38037037037037,0.137824074074074,25,0.26142014712977
1,1,2,1,3,5,1,772,35,1,1,0,0.116527777777778,0.275833333333333,0.535231481481481,0.153888888888889,0.275833333333333,55.901541143693,0.717097037750416
1,1,2,1,3,6,1,6629,36,1,1,0,0.116527777777778,0.400972222222222,0.535231481481481,0.148611111111111,0.400972222222222,108.972742389278,0.79004594416558
1,1,2,1,3,7,1,2280,37,1,1,0,0.116527777777778,0.539861111111111,0.535231481481481,0.221435185185185,0.539861111111111,49.9996818933881,0.806573413611141
1,1,2,1,3,8,2,678,38,1,2,1,0.116527777777778,0.741111111111111,0.535231481481481,0.174351851851852,0.741111111111111,82.9156532485875,0.949081471542637
1,1,2,1,4,1,2,3061,14,2,1,0,0.115138888888889,0.137824074074074,0.854212962962963,0.38037037037037,0.137824074074074,43.3020452847207,0.748748138760148
1,1,2,1,4,2,1,976,24,2,2,1,0.128935185185185,0.137824074074074,0.670231481481481,0.38037037037037,0.137824074074074,50.0003334012884,0.444327691139271
1,1,2,1,4,3,1,1687,34,2,2,1,0.116527777777778,0.137824074074074,0.535231481481481,0.38037037037037,0.137824074074074,25,0.26142014712977
1,1,2,1,4,5,2,1528,45,1,2,1,0.137824074074074,0.275833333333333,0.38037037037037,0.153888888888889,0.275833333333333,61.2370990678037,0.5357928300834
1,1,2,1,4,6,2,1674,46,1,2,1,0.137824074074074,0.400972222222222,0.38037037037037,0.148611111111111,0.400972222222222,106.066293344493,0.649494415573015
1,1,2,1,4,7,1,684,47,1,1,0,0.137824074074074,0.539861111111111,0.38037037037037,0.221435185185185,0.539861111111111,55.9014149144724,0.681871353178738
1,1,2,1,4,8,2,1496,48,1,2,1,0.137824074074074,0.741111111111111,0.38037037037037,0.174351851851852,0.741111111111111,79.0569766285051,0.894942772449931
1,1,2,1,5,1,1,1010,15,2,2,1,0.115138888888889,0.275833333333333,0.854212962962963,0.153888888888889,0.275833333333333,90.1394442516704,0.967488631820159
1,1,2,1,5,2,1,6135,25,2,2,1,0.128935185185185,0.275833333333333,0.670231481481481,0.153888888888889,0.275833333333333,106.066335969524,0.831570257709395
1,1,2,1,5,3,1,1029,35,2,2,1,0.116527777777778,0.275833333333333,0.535231481481481,0.153888888888889,0.275833333333333,55.901541143693,0.717097037750416
1,1,2,1,5,4,1,1339,45,2,2,1,0.137824074074074,0.275833333333333,0.38037037037037,0.153888888888889,0.275833333333333,61.2370990678037,0.5357928300834
1,1,2,1,5,6,1,1283,56,1,1,0,0.275833333333333,0.400972222222222,0.153888888888889,0.148611111111111,0.400972222222222,136.931278442874,0.203450078987523
1,1,2,1,5,7,2,2344,57,1,2,1,0.275833333333333,0.539861111111111,0.153888888888889,0.221435185185185,0.539861111111111,25.0002403988442,0.284483248366385
1,1,2,1,5,8,1,1044,58,1,1,0,0.275833333333333,0.741111111111111,0.153888888888889,0.174351851851852,0.741111111111111,127.475789877922,0.652484961074032
1,1,2,1,6,1,1,1464,16,2,2,1,0.115138888888889,0.400972222222222,0.854212962962963,0.148611111111111,0.400972222222222,114.565074232944,0.975169345356581
1,1,2,1,6,2,1,920,26,2,2,1,0.128935185185185,0.400972222222222,0.670231481481481,0.148611111111111,0.400972222222222,79.0571363129224,0.876915359504747
1,1,2,1,6,3,1,1293,36,2,2,1,0.116527777777778,0.400972222222222,0.535231481481481,0.148611111111111,0.400972222222222,108.972742389278,0.79004594416558
1,1,2,1,6,4,1,768,46,2,2,1,0.137824074074074,0.400972222222222,0.38037037037037,0.148611111111111,0.400972222222222,106.066293344493,0.649494415573015
1,1,2,1,6,5,2,3728,56,2,1,0,0.275833333333333,0.400972222222222,0.153888888888889,0.148611111111111,0.400972222222222,136.931278442874,0.203450078987523
1,1,2,1,6,7,1,1333,67,1,1,0,0.400972222222222,0.539861111111111,0.148611111111111,0.221435185185185,0.539861111111111,147.902451811997,0.0924466728266262
1,1,2,1,6,8,2,3353,68,1,2,1,0.400972222222222,0.741111111111111,0.148611111111111,0.174351851851852,0.741111111111111,50.0005331271578,0.464679027382393
1,1,2,1,7,1,1,1450,17,2,2,1,0.115138888888889,0.539861111111111,0.854212962962963,0.221435185185185,0.539861111111111,79.0571363129224,0.972567231406041
1,1,2,1,7,2,1,1011,27,2,2,1,0.128935185185185,0.539861111111111,0.670231481481481,0.221435185185185,0.539861111111111,103.077655473919,0.883697977577155
1,1,2,1,7,3,1,1876,37,2,2,1,0.116527777777778,0.539861111111111,0.535231481481481,0.221435185185185,0.539861111111111,49.9996818933881,0.806573413611141
1,1,2,1,7,4,1,631,47,2,2,1,0.137824074074074,0.539861111111111,0.38037037037037,0.221435185185185,0.539861111111111,55.9014149144724,0.681871353178738
1,1,2,1,7,5,1,1353,57,2,2,1,0.275833333333333,0.539861111111111,0.153888888888889,0.221435185185185,0.539861111111111,25.0002403988442,0.284483248366385
1,1,2,1,7,6,1,4228,67,2,2,1,0.400972222222222,0.539861111111111,0.148611111111111,0.221435185185185,0.539861111111111,147.902451811997,0.0924466728266262
1,1,2,1,7,8,1,1146,78,1,1,0,0.539861111111111,0.741111111111111,0.221435185185185,0.174351851851852,0.741111111111111,129.903758779336,0.354184804357265
1,1,2,1,8,1,1,744,18,2,2,1,0.115138888888889,0.741111111111111,0.854212962962963,0.174351851851852,0.741111111111111,75.0000101933326,0.998759307463394
1,1,2,1,8,2,1,1391,28,2,2,1,0.128935185185185,0.741111111111111,0.670231481481481,0.174351851851852,0.741111111111111,35.3550098995885,0.978230245148017
1,1,2,1,8,3,1,1566,38,2,2,1,0.116527777777778,0.741111111111111,0.535231481481481,0.174351851851852,0.741111111111111,82.9156532485875,0.949081471542637
1,1,2,1,8,4,1,7617,48,2,2,1,0.137824074074074,0.741111111111111,0.38037037037037,0.174351851851852,0.741111111111111,79.0569766285051,0.894942772449931
1,1,2,1,8,5,1,611,58,2,2,1,0.275833333333333,0.741111111111111,0.153888888888889,0.174351851851852,0.741111111111111,127.475789877922,0.652484961074032
1,1,2,1,8,6,1,1147,68,2,2,1,0.400972222222222,0.741111111111111,0.148611111111111,0.174351851851852,0.741111111111111,50.0005331271578,0.464679027382393
1,1,2,1,8,7,1,5390,78,2,2,1,0.539861111111111,0.741111111111111,0.221435185185185,0.174351851851852,0.741111111111111,129.903758779336,0.354184804357265
1,1,2,2,1,2,2,1023,12,1,2,1,0.115138888888889,0.128935185185185,0.854212962962963,0.670231481481481,0.128935185185185,43.3015477783416,0.367337044401746
1,1,2,2,1,3,1,2664,13,1,1,0,0.115138888888889,0.116527777777778,0.854212962962963,0.535231481481481,0.116527777777778,35.3562883493163,0.534378501185327
1,1,2,2,1,4,2,2162,14,1,2,1,0.115138888888889,0.137824074074074,0.854212962962963,0.38037037037037,0.137824074074074,43.3020452847207,0.748748138760148
1,1,2,2,1,5,2,1154,15,1,2,1,0.115138888888889,0.275833333333333,0.854212962962963,0.153888888888889,0.275833333333333,90.1394442516704,0.967488631820159
